,Totales Territoriales,Comunidades y Ciudades Autónomas,Provincias,Viajeros y pernoctaciones,Periodo,Total,Año,Mes,Nom_mes
38026,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2016M06,297.966,2016,6,Junio
38027,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2016M05,299.153,2016,5,Mayo
38028,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2016M04,307.920,2016,4,Abril
38029,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2016M03,330.588,2016,3,Marzo
38030,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2016M02,298.466,2016,2,Febrero
38031,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2016M01,291.439,2016,1,Enero
38032,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2015M12,292.775,2015,12,Diciembre
38033,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2015M11,297.068,2015,11,Noviembre
38034,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2015M10,326.442,2015,10,Octubre
38035,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2015M09,282.355,2015,9,Septiembre
38036,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2015M08,336.282,2015,8,Agosto
38037,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2015M07,313.083,2015,7,Julio
38038,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2015M06,263.530,2015,6,Junio
38039,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2015M05,277.366,2015,5,Mayo
38040,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2015M04,284.840,2015,4,Abril
38041,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2015M03,298.212,2015,3,Marzo
38042,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2015M02,275.329,2015,2,Febrero
38043,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2015M01,275.028,2015,1,Enero
38044,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2014M12,292.138,2014,12,Diciembre
38045,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2014M11,295.710,2014,11,Noviembre
38046,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2014M10,320.306,2014,10,Octubre
38047,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2014M09,282.265,2014,9,Septiembre
38048,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2014M08,336.988,2014,8,Agosto
38049,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2014M07,310.701,2014,7,Julio
38050,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2014M06,267.447,2014,6,Junio
38051,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2014M05,272.679,2014,5,Mayo
38052,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2014M04,297.274,2014,4,Abril
38053,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2014M03,326.479,2014,3,Marzo
38054,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2014M02,286.622,2014,2,Febrero
38055,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2014M01,279.863,2014,1,Enero
38056,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2013M12,294.498,2013,12,Diciembre
38057,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2013M11,309.697,2013,11,Noviembre
38058,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2013M10,300.471,2013,10,Octubre
38059,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2013M09,269.014,2013,9,Septiembre
38060,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2013M08,324.051,2013,8,Agosto
38061,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2013M07,295.367,2013,7,Julio
38062,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2013M06,260.139,2013,6,Junio
38063,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2013M05,260.225,2013,5,Mayo
38064,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2013M04,262.103,2013,4,Abril
38065,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2013M03,316.467,2013,3,Marzo
38066,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2013M02,270.470,2013,2,Febrero
38067,Total Nacional,05 Canarias,38 Santa Cruz de Tenerife,Viajero,2013M01,267.756,2013,1,Enero
39816,Total Nacional,06 Cantabria,,Viajero,2025M04,114.466,2025,4,Abril
39817,Total Nacional,06 Cantabria,,Viajero,2025M03,70.391,2025,3,Marzo
39818,Total Nacional,06 Cantabria,,Viajero,2025M02,53.062,2025,2,Febrero
39819,Total Nacional,06 Cantabria,,Viajero,2025M01,45.273,2025,1,Enero
39820,Total Nacional,06 Cantabria,,Viajero,2024M12,56.065,2024,12,Diciembre
39821,Total Nacional,06 Cantabria,,Viajero,2024M11,73.153,2024,11,Noviembre
39822,Total Nacional,06 Cantabria,,Viajero,2024M10,106.783,2024,10,Octubre
39823,Total Nacional,06 Cantabria,,Viajero,2024M09,153.311,2024,9,Septiembre
39824,Total Nacional,06 Cantabria,,Viajero,2024M08,223.366,2024,8,Agosto
39825,Total Nacional,06 Cantabria,,Viajero,2024M07,184.363,2024,7,Julio
39826,Total Nacional,06 Cantabria,,Viajero,2024M06,141.697,2024,6,Junio
39827,Total Nacional,06 Cantabria,,Viajero,2024M05,139.073,2024,5,Mayo
39828,Total Nacional,06 Cantabria,,Viajero,2024M04,110.703,2024,4,Abril
39829,Total Nacional,06 Cantabria,,Viajero,2024M03,103.066,2024,3,Marzo
39830,Total Nacional,06 Cantabria,,Viajero,2024M02,52.813,2024,2,Febrero
39831,Total Nacional,06 Cantabria,,Viajero,2024M01,46.178,2024,1,Enero
39832,Total Nacional,06 Cantabria,,Viajero,2023M12,57.858,2023,12,Diciembre
39833,Total Nacional,06 Cantabria,,Viajero,2023M11,64.683,2023,11,Noviembre
39834,Total Nacional,06 Cantabria,,Viajero,2023M10,116.008,2023,10,Octubre
39835,Total Nacional,06 Cantabria,,Viajero,2023M09,157.393,2023,9,Septiembre
39836,Total Nacional,06 Cantabria,,Viajero,2023M08,212.156,2023,8,Agosto
39837,Total Nacional,06 Cantabria,,Viajero,2023M07,200.518,2023,7,Julio
39838,Total Nacional,06 Cantabria,,Viajero,2023M06,149.244,2023,6,Junio
39839,Total Nacional,06 Cantabria,,Viajero,2023M05,114.853,2023,5,Mayo
39840,Total Nacional,06 Cantabria,,Viajero,2023M04,126.703,2023,4,Abril
39841,Total Nacional,06 Cantabria,,Viajero,2023M03,72.470,2023,3,Marzo
39842,Total Nacional,06 Cantabria,,Viajero,2023M02,51.022,2023,2,Febrero
39843,Total Nacional,06 Cantabria,,Viajero,2023M01,39.213,2023,1,Enero
39844,Total Nacional,06 Cantabria,,Viajero,2022M12,53.052,2022,12,Diciembre
39845,Total Nacional,06 Cantabria,,Viajero,2022M11,60.187,2022,11,Noviembre
39846,Total Nacional,06 Cantabria,,Viajero,2022M10,112.156,2022,10,Octubre
39847,Total Nacional,06 Cantabria,,Viajero,2022M09,158.906,2022,9,Septiembre
39848,Total Nacional,06 Cantabria,,Viajero,2022M08,208.609,2022,8,Agosto
39849,Total Nacional,06 Cantabria,,Viajero,2022M07,194.172,2022,7,Julio
39850,Total Nacional,06 Cantabria,,Viajero,2022M06,129.994,2022,6,Junio
39851,Total Nacional,06 Cantabria,,Viajero,2022M05,117.219,2022,5,Mayo
39852,Total Nacional,06 Cantabria,,Viajero,2022M04,107.459,2022,4,Abril
39853,Total Nacional,06 Cantabria,,Viajero,2022M03,62.412,2022,3,Marzo
39854,Total Nacional,06 Cantabria,,Viajero,2022M02,52.062,2022,2,Febrero
39855,Total Nacional,06 Cantabria,,Viajero,2022M01,35.716,2022,1,Enero
39856,Total Nacional,06 Cantabria,,Viajero,2021M12,43.377,2021,12,Diciembre
39857,Total Nacional,06 Cantabria,,Viajero,2021M11,54.137,2021,11,Noviembre
39858,Total Nacional,06 Cantabria,,Viajero,2021M10,103.960,2021,10,Octubre
39859,Total Nacional,06 Cantabria,,Viajero,2021M09,142.474,2021,9,Septiembre
39860,Total Nacional,06 Cantabria,,Viajero,2021M08,198.935,2021,8,Agosto
39861,Total Nacional,06 Cantabria,,Viajero,2021M07,161.722,2021,7,Julio
39862,Total Nacional,06 Cantabria,,Viajero,2021M06,94.305,2021,6,Junio
39863,Total Nacional,06 Cantabria,,Viajero,2021M05,40.479,2021,5,Mayo
39864,Total Nacional,06 Cantabria,,Viajero,2021M04,17.641,2021,4,Abril
39865,Total Nacional,06 Cantabria,,Viajero,2021M03,18.049,2021,3,Marzo
39866,Total Nacional,06 Cantabria,,Viajero,2021M02,17.753,2021,2,Febrero
39867,Total Nacional,06 Cantabria,,Viajero,2021M01,14.977,2021,1,Enero
39868,Total Nacional,06 Cantabria,,Viajero,2020M12,11.124,2020,12,Diciembre
39869,Total Nacional,06 Cantabria,,Viajero,2020M11,9.397,2020,11,Noviembre
39870,Total Nacional,06 Cantabria,,Viajero,2020M10,47.117,2020,10,Octubre
39871,Total Nacional,06 Cantabria,,Viajero,2020M09,87.867,2020,9,Septiembre
39872,Total Nacional,06 Cantabria,,Viajero,2020M08,184.907,2020,8,Agosto
39873,Total Nacional,06 Cantabria,,Viajero,2020M07,143.132,2020,7,Julio
39874,Total Nacional,06 Cantabria,,Viajero,2020M06,18.267,2020,6,Junio
39875,Total Nacional,06 Cantabria,,Viajero,2020M05,867,2020,5,Mayo
39876,Total Nacional,06 Cantabria,,Viajero,2020M04,0,2020,4,Abril
39877,Total Nacional,06 Cantabria,,Viajero,2020M03,27.633,2020,3,Marzo
39878,Total Nacional,06 Cantabria,,Viajero,2020M02,56.353,2020,2,Febrero
39879,Total Nacional,06 Cantabria,,Viajero,2020M01,49.849,2020,1,Enero
39880,Total Nacional,06 Cantabria,,Viajero,2019M12,59.748,2019,12,Diciembre
39881,Total Nacional,06 Cantabria,,Viajero,2019M11,64.536,2019,11,Noviembre
39882,Total Nacional,06 Cantabria,,Viajero,2019M10,108.048,2019,10,Octubre
39883,Total Nacional,06 Cantabria,,Viajero,2019M09,153.352,2019,9,Septiembre
39884,Total Nacional,06 Cantabria,,Viajero,2019M08,215.454,2019,8,Agosto
39885,Total Nacional,06 Cantabria,,Viajero,2019M07,187.250,2019,7,Julio
39886,Total Nacional,06 Cantabria,,Viajero,2019M06,140.593,2019,6,Junio
39887,Total Nacional,06 Cantabria,,Viajero,2019M05,112.955,2019,5,Mayo
39888,Total Nacional,06 Cantabria,,Viajero,2019M04,112.826,2019,4,Abril
39889,Total Nacional,06 Cantabria,,Viajero,2019M03,75.691,2019,3,Marzo
39890,Total Nacional,06 Cantabria,,Viajero,2019M02,51.514,2019,2,Febrero
39891,Total Nacional,06 Cantabria,,Viajero,2019M01,39.754,2019,1,Enero
39892,Total Nacional,06 Cantabria,,Viajero,2018M12,54.085,2018,12,Diciembre
39893,Total Nacional,06 Cantabria,,Viajero,2018M11,65.286,2018,11,Noviembre
39894,Total Nacional,06 Cantabria,,Viajero,2018M10,104.754,2018,10,Octubre
39895,Total Nacional,06 Cantabria,,Viajero,2018M09,152.081,2018,9,Septiembre
39896,Total Nacional,06 Cantabria,,Viajero,2018M08,218.697,2018,8,Agosto
39897,Total Nacional,06 Cantabria,,Viajero,2018M07,180.784,2018,7,Julio
39898,Total Nacional,06 Cantabria,,Viajero,2018M06,128.435,2018,6,Junio
39899,Total Nacional,06 Cantabria,,Viajero,2018M05,108.882,2018,5,Mayo
39900,Total Nacional,06 Cantabria,,Viajero,2018M04,100.989,2018,4,Abril
39901,Total Nacional,06 Cantabria,,Viajero,2018M03,79.496,2018,3,Marzo
39902,Total Nacional,06 Cantabria,,Viajero,2018M02,47.139,2018,2,Febrero
39903,Total Nacional,06 Cantabria,,Viajero,2018M01,43.943,2018,1,Enero
39904,Total Nacional,06 Cantabria,,Viajero,2017M12,51.816,2017,12,Diciembre
39905,Total Nacional,06 Cantabria,,Viajero,2017M11,61.147,2017,11,Noviembre
39906,Total Nacional,06 Cantabria,,Viajero,2017M10,107.270,2017,10,Octubre
39907,Total Nacional,06 Cantabria,,Viajero,2017M09,139.086,2017,9,Septiembre
39908,Total Nacional,06 Cantabria,,Viajero,2017M08,193.277,2017,8,Agosto
39909,Total Nacional,06 Cantabria,,Viajero,2017M07,171.625,2017,7,Julio
39910,Total Nacional,06 Cantabria,,Viajero,2017M06,128.899,2017,6,Junio
39911,Total Nacional,06 Cantabria,,Viajero,2017M05,101.513,2017,5,Mayo
39912,Total Nacional,06 Cantabria,,Viajero,2017M04,112.368,2017,4,Abril
39913,Total Nacional,06 Cantabria,,Viajero,2017M03,65.879,2017,3,Marzo
39914,Total Nacional,06 Cantabria,,Viajero,2017M02,46.893,2017,2,Febrero
39915,Total Nacional,06 Cantabria,,Viajero,2017M01,37.065,2017,1,Enero
39916,Total Nacional,06 Cantabria,,Viajero,2016M12,46.970,2016,12,Diciembre
39917,Total Nacional,06 Cantabria,,Viajero,2016M11,51.301,2016,11,Noviembre
39918,Total Nacional,06 Cantabria,,Viajero,2016M10,105.338,2016,10,Octubre
39919,Total Nacional,06 Cantabria,,Viajero,2016M09,146.867,2016,9,Septiembre
39920,Total Nacional,06 Cantabria,,Viajero,2016M08,199.428,2016,8,Agosto
39921,Total Nacional,06 Cantabria,,Viajero,2016M07,178.505,2016,7,Julio
39922,Total Nacional,06 Cantabria,,Viajero,2016M06,119.219,2016,6,Junio
39923,Total Nacional,06 Cantabria,,Viajero,2016M05,95.029,2016,5,Mayo
39924,Total Nacional,06 Cantabria,,Viajero,2016M04,72.874,2016,4,Abril
39925,Total Nacional,06 Cantabria,,Viajero,2016M03,77.673,2016,3,Marzo
39926,Total Nacional,06 Cantabria,,Viajero,2016M02,40.489,2016,2,Febrero
39927,Total Nacional,06 Cantabria,,Viajero,2016M01,34.469,2016,1,Enero
39928,Total Nacional,06 Cantabria,,Viajero,2015M12,43.869,2015,12,Diciembre
39929,Total Nacional,06 Cantabria,,Viajero,2015M11,50.102,2015,11,Noviembre
39930,Total Nacional,06 Cantabria,,Viajero,2015M10,92.041,2015,10,Octubre
39931,Total Nacional,06 Cantabria,,Viajero,2015M09,125.513,2015,9,Septiembre
39932,Total Nacional,06 Cantabria,,Viajero,2015M08,187.663,2015,8,Agosto
39933,Total Nacional,06 Cantabria,,Viajero,2015M07,161.327,2015,7,Julio
39934,Total Nacional,06 Cantabria,,Viajero,2015M06,118.346,2015,6,Junio
39935,Total Nacional,06 Cantabria,,Viajero,2015M05,92.475,2015,5,Mayo
39936,Total Nacional,06 Cantabria,,Viajero,2015M04,82.890,2015,4,Abril
39937,Total Nacional,06 Cantabria,,Viajero,2015M03,54.487,2015,3,Marzo
39938,Total Nacional,06 Cantabria,,Viajero,2015M02,35.627,2015,2,Febrero
39939,Total Nacional,06 Cantabria,,Viajero,2015M01,29.941,2015,1,Enero
39940,Total Nacional,06 Cantabria,,Viajero,2014M12,47.434,2014,12,Diciembre
39941,Total Nacional,06 Cantabria,,Viajero,2014M11,47.100,2014,11,Noviembre
39942,Total Nacional,06 Cantabria,,Viajero,2014M10,85.129,2014,10,Octubre
39943,Total Nacional,06 Cantabria,,Viajero,2014M09,125.377,2014,9,Septiembre
39944,Total Nacional,06 Cantabria,,Viajero,2014M08,185.755,2014,8,Agosto
39945,Total Nacional,06 Cantabria,,Viajero,2014M07,149.911,2014,7,Julio
39946,Total Nacional,06 Cantabria,,Viajero,2014M06,104.526,2014,6,Junio
39947,Total Nacional,06 Cantabria,,Viajero,2014M05,89.474,2014,5,Mayo
39948,Total Nacional,06 Cantabria,,Viajero,2014M04,78.583,2014,4,Abril
39949,Total Nacional,06 Cantabria,,Viajero,2014M03,56.217,2014,3,Marzo
39950,Total Nacional,06 Cantabria,,Viajero,2014M02,37.013,2014,2,Febrero
39951,Total Nacional,06 Cantabria,,Viajero,2014M01,29.039,2014,1,Enero
39952,Total Nacional,06 Cantabria,,Viajero,2013M12,39.975,2013,12,Diciembre
39953,Total Nacional,06 Cantabria,,Viajero,2013M11,46.400,2013,11,Noviembre
39954,Total Nacional,06 Cantabria,,Viajero,2013M10,79.830,2013,10,Octubre
39955,Total Nacional,06 Cantabria,,Viajero,2013M09,126.699,2013,9,Septiembre
39956,Total Nacional,06 Cantabria,,Viajero,2013M08,195.585,2013,8,Agosto
39957,Total Nacional,06 Cantabria,,Viajero,2013M07,160.649,2013,7,Julio
39958,Total Nacional,06 Cantabria,,Viajero,2013M06,103.248,2013,6,Junio
39959,Total Nacional,06 Cantabria,,Viajero,2013M05,88.803,2013,5,Mayo
39960,Total Nacional,06 Cantabria,,Viajero,2013M04,64.669,2013,4,Abril
39961,Total Nacional,06 Cantabria,,Viajero,2013M03,65.734,2013,3,Marzo
39962,Total Nacional,06 Cantabria,,Viajero,2013M02,34.419,2013,2,Febrero
39963,Total Nacional,06 Cantabria,,Viajero,2013M01,29.066,2013,1,Enero
41712,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2025M04,114.466,2025,4,Abril
41713,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2025M03,70.391,2025,3,Marzo
41714,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2025M02,53.062,2025,2,Febrero
41715,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2025M01,45.273,2025,1,Enero
41716,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2024M12,56.065,2024,12,Diciembre
41717,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2024M11,73.153,2024,11,Noviembre
41718,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2024M10,106.783,2024,10,Octubre
41719,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2024M09,153.311,2024,9,Septiembre
41720,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2024M08,223.366,2024,8,Agosto
41721,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2024M07,184.363,2024,7,Julio
41722,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2024M06,141.697,2024,6,Junio
41723,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2024M05,139.073,2024,5,Mayo
41724,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2024M04,110.703,2024,4,Abril
41725,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2024M03,103.066,2024,3,Marzo
41726,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2024M02,52.813,2024,2,Febrero
41727,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2024M01,46.178,2024,1,Enero
41728,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2023M12,57.858,2023,12,Diciembre
41729,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2023M11,64.683,2023,11,Noviembre
41730,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2023M10,116.008,2023,10,Octubre
41731,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2023M09,157.393,2023,9,Septiembre
41732,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2023M08,212.156,2023,8,Agosto
41733,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2023M07,200.518,2023,7,Julio
41734,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2023M06,149.244,2023,6,Junio
41735,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2023M05,114.853,2023,5,Mayo
41736,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2023M04,126.703,2023,4,Abril
41737,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2023M03,72.470,2023,3,Marzo
41738,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2023M02,51.022,2023,2,Febrero
41739,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2023M01,39.213,2023,1,Enero
41740,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2022M12,53.052,2022,12,Diciembre
41741,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2022M11,60.187,2022,11,Noviembre
41742,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2022M10,112.156,2022,10,Octubre
41743,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2022M09,158.906,2022,9,Septiembre
41744,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2022M08,208.609,2022,8,Agosto
41745,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2022M07,194.172,2022,7,Julio
41746,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2022M06,129.994,2022,6,Junio
41747,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2022M05,117.219,2022,5,Mayo
41748,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2022M04,107.459,2022,4,Abril
41749,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2022M03,62.412,2022,3,Marzo
41750,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2022M02,52.062,2022,2,Febrero
41751,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2022M01,35.716,2022,1,Enero
41752,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2021M12,43.377,2021,12,Diciembre
41753,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2021M11,54.137,2021,11,Noviembre
41754,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2021M10,103.960,2021,10,Octubre
41755,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2021M09,142.474,2021,9,Septiembre
41756,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2021M08,198.935,2021,8,Agosto
41757,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2021M07,161.722,2021,7,Julio
41758,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2021M06,94.305,2021,6,Junio
41759,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2021M05,40.479,2021,5,Mayo
41760,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2021M04,17.641,2021,4,Abril
41761,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2021M03,18.049,2021,3,Marzo
41762,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2021M02,17.753,2021,2,Febrero
41763,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2021M01,14.977,2021,1,Enero
41764,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2020M12,11.124,2020,12,Diciembre
41765,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2020M11,9.397,2020,11,Noviembre
41766,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2020M10,47.117,2020,10,Octubre
41767,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2020M09,87.867,2020,9,Septiembre
41768,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2020M08,184.907,2020,8,Agosto
41769,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2020M07,143.132,2020,7,Julio
41770,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2020M06,18.267,2020,6,Junio
41771,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2020M05,867,2020,5,Mayo
41772,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2020M04,0,2020,4,Abril
41773,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2020M03,27.633,2020,3,Marzo
41774,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2020M02,56.353,2020,2,Febrero
41775,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2020M01,49.849,2020,1,Enero
41776,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2019M12,59.748,2019,12,Diciembre
41777,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2019M11,64.536,2019,11,Noviembre
41778,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2019M10,108.048,2019,10,Octubre
41779,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2019M09,153.352,2019,9,Septiembre
41780,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2019M08,215.454,2019,8,Agosto
41781,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2019M07,187.250,2019,7,Julio
41782,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2019M06,140.593,2019,6,Junio
41783,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2019M05,112.955,2019,5,Mayo
41784,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2019M04,112.826,2019,4,Abril
41785,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2019M03,75.691,2019,3,Marzo
41786,Total Nacional,06 Cantabria,39 Cantabria,Viajero,2019M02,51.514,2019,2,Febrero
